Facility_Name,Reg_No,Address,Facility_Type,Level,Bed_Capacity,County,status,View
MODAN MEDICAL HEALTHCARE LIMITED,015xxx,P.O BOX 150-50314 EMUHAYA,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
CHUKA NURSING HOME,015xxx,P.O BOX 519-60400 CHUKA,NURSING HOME,LEVEL 3A,32,THARAKA NITHI,Active,
KISII GALAXY IMAGING AND DIAGNOSTICS SOLUTIONS LTD,015xxx,P.O BOX 1434-40200 KISII,MEDICAL CENTRE,LEVEL 3B,0,KISII,Active,
TROPICAL MEDICARE CLINIC KATHERI,015xxx,P.O BOX 61-10400 NANYUKI,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
GILS KINORO MEDICAL CLINIC,015xxx,P.O BOX 58-60211 KIONYO,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
THE AGA KHAN HEALTH SERVICES - MIGORI,015xxx,P.O BOX 530-40100 KISUMU,MEDICAL CENTRE,LEVEL 3B,0,MIGORI,Active,
AL RAHMAN NURSING HOME LTD,015xxx,P.O BOX 481-70300 MANDERA,NURSING HOME,LEVEL 3A,25,MANDERA,Active,
BRIGHT CORNER MEDICAL CENTRE LTD,015xxx,P.O BOX 320-20103 NJORO,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
KAWIRIA NURSING HOME,015xxx,P.O BOX 165-60600 MAUA,NURSING HOME,LEVEL 3A,13,MERU,Active,
EMBU MEDICAL CENTRE,015xxx,P.O BOX 46- KUBUKUBU,MEDICAL CENTRE,LEVEL 3B,16,EMBU,Active,
1ST RONGAI PEDIATRIC CLINIC,015xxx,P.O BOX 112-00511 ONGATA RONGAI,MEDICAL CLINIC,LEVEL 2,0,KAJIADO,Active,
BRILLIAN DOCTORS PLAZA HOSPITAL,015xxx,P.O BOX 5881-30100 ELDORET,NURSING HOME,LEVEL 3A,25,BUNGOMA,Active,
MOLO RIVERS ROSES LTD,015xxx,P.O BOX 56-20157 KABARAK,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
RAVINE GLORY HEALTHCARE SERVICES RAFIKI,015xxx,P.O BOX 3365-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
WEST SIDE HEALTHCARE MALABA,015xxx,P.O BOX 107-50408 MALABA,COTTAGE HOSPITAL,LEVEL 3A,28,BUSIA,Active,
SALGAA HEALTH SERVICES CLINIC,015xxx,P.O BOX 125-20106 MOLO,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
IMARA HOSPITAL,015xxx,P.O BOX 1446-60100 EMBU,NURSING HOME,LEVEL 3A,12,EMBU,Active,
NEEMA MEDICAL SERVICES,015xxx,P.O BOX 945-30106 TURBO,MEDICAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
ZAWENA TREATMENT CENTRE,015xxx,P.O BOX 8513-00200 NAIROBI,NURSING HOME,LEVEL 3A,54,KIAMBU,Active,
NAWE CLINIC,015xxx,P.O BOX 130-60700 MOYALE,MEDICAL CLINIC,LEVEL 2,0,MARSABIT,Active,
MEWA DRUG TREATMENT CENTRE,015xxx,P.O BOX 89427-80100 MOMBASA,FAITH-BASED BASIC CENTRE,LEVEL 3B,20,MOMBASA,Active,
MONTEZUMA MONALISA FUNERAL HOME LIMITED NAIROBI,015xxx,P.O BOX 51340-00200 NAIROBI,FUNERAL HOME (STAND ALONE),LEVEL 3B,80,NAIROBI,Active,
MEWA DROP-IN CENTRE,015xxx,P.O BOX 89427-80100 MOMBASA,FAITH-BASED BASIC CENTRE,LEVEL 3B,0,KILIFI,Active,
"AGA KHAN MEDICAL CENTRE,  BAMBURI MWISHO",015xxx,P.O BOX 83013-80100 MOMBASA,MEDICAL CENTRE,LEVEL 3B,0,MOMBASA,Active,
REMA MEDICAL SERVICES,015xxx,P.O BOX 4397-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
BETHANY HILLCREST HOSPITAL-OLPUSIMORU,015xxx,P.O BOX 428-20115 EGERTON,MEDICAL CENTRE,LEVEL 3B,24,NAROK,Active,
ST. MARY GORETTY NYAMONYE MISSION HEALTH CENTRE,015xxx,P.O BOX 34-40632 NYAMONYE,FAITH-BASED BASIC CENTRE,LEVEL 3B,13,SIAYA,Active,
MUMBUNI ROADSIDE MEDICAL CENTRE,015xxx,P.O BOX 3049- MACHAKOS,MEDICAL CENTRE,LEVEL 3B,12,MACHAKOS,Active,
LUNGALUNGA GRACE MEDICAL CLINIC,015xxx,P.O BOX 58-80402 LUNGALUNGA,MEDICAL CLINIC,LEVEL 2,0,KWALE,Active,
HOMEPEARL MEDICAL CLINIC,015xxx,P.O BOX 4-40614 SEGA,MEDICAL CENTRE,LEVEL 3B,40,SIAYA,Active,
SHAFIN MEDICARE LIMITED,015xxx,P.O BOX 318-70200 WAJIR,NURSING HOME,LEVEL 3A,15,WAJIR,Active,
ROADBLOCK MEDICARE,015xxx,P.O BOX 23422-30100 ELDORET,MEDICAL CENTRE,LEVEL 3B,0,UASIN GISHU,Active,
MOTHER TERESA RODON HEALTH CENTRE,015xxx,P.O BOX 5605-00506 NAIROBI,HEALTH CENTRE,LEVEL 3A,0,MACHAKOS,Active,
FRAMMOH MEDICAL CLINIC,015xxx,P.O BOX 613-40202 KEROKA,MEDICAL CLINIC,LEVEL 2,0,NYAMIRA,Active,
MALAA DESTINY MEDICAL CLINIC,015xxx,P.O BOX 1197-90100 MACHAKOS,MEDICAL CLINIC,LEVEL 2,0,MACHAKOS,Active,
ALFROSE MEDICAL CLINIC,015xxx,P.O BOX 344-50135 KHWISERO,MEDICAL CLINIC,LEVEL 2,0,KAKAMEGA,Active,
EASTVALLEY NURSING HOME,015xxx,P.O BOX 83-20117 NAIVASHA,NURSING HOME,LEVEL 3A,30,NAKURU,Active,
NDONYO HEALTHCARE GILGIL,015xxx,P.O BOX 1049-20117 NAIVASHA,MEDICAL CENTRE,LEVEL 3B,0,NAKURU,Active,
JG MEDICAL CLINIC LIMITED,015xxx,P.O BOX 1012-00502 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
TABAKA MISSION HOSPITAL SATELLITE,015xxx,P.O BOX 6-40229 TABAKA,FAITH BASED DISPENSARY,LEVEL 2,0,KISII,Active,
DENSMILE DENTAL CLINIC ROYSAMBU,015xxx,P.O BOX 42069-00100 NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
ST PETER CLAVER RC HEALTH CENTRE,015xxx,P.O BOX 751-00206 KISERIAN,HEALTH CENTRE,LEVEL 3A,28,KAJIADO,Active,
LVCT HEALTH PREVENTION SITE SORI,015xxx,P.O BOX 3294-40100 KISUMU,MEDICAL CLINIC,LEVEL 2,0,MIGORI,Active,
MACALDER MISSION DISPENSARY,015xxx,P.O BOX 11-40402 NYATIKE,DISPENSARY,LEVEL 2,0,MIGORI,Active,
KADEM TB AND LEPROSY DISPENSARY,015xxx,P.O BOX 904- MIGORI,DISPENSARY,LEVEL 2,0,MIGORI,Active,
BLISS HEALTHCARE LTD MOI AVENUE,015xxx,P.O BOX 5763-00200 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
SOCIAL SERVICE LEAGUE-MP SHAH HOSPITAL DINSHAW BRYAMJI DISPENSARY,015xxx,P.O BOX 14497-00800 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
TUMAINI BRIGADIER MEDICAL CENTRE,015xxx,P.O BOX 7-50245 BRIGADIER,MEDICAL CLINIC,LEVEL 2,0,BUNGOMA,Active,
ALIKA MEDICAL CLINIC & HOME BASED CARE,015xxx,P.O BOX 105-00614 WANGIGE,MEDICAL CLINIC,LEVEL 2,0,KIAMBU,Active,
BILABIL MEDICAL CLINIC LIMITED,015xxx,P.O BOX 85-70300 MANDERA,NURSING HOME,LEVEL 3A,30,MANDERA,Active,
NATAHA MEDICAL CENTRE,015xxx,P.O BOX 27- EL-WAK,NURSING HOME,LEVEL 3A,20,MANDERA,Active,
KADVAN MEDICAL SERVICES CLINIC,015xxx,P.O BOX 40-50105 BUKURA,MEDICAL CLINIC,LEVEL 2,0,KAKAMEGA,Active,
RANEN OCHUNA MEDICAL CENTRE,015xxx,P.O BOX 303-40405 SARE AWENDO,NURSING HOME,LEVEL 3A,40,MIGORI,Active,
THE NAIROBI HOSPITAL ROSSLYN RIVIERA OUT PATIENT CENTRE,015xxx,P.O BOX 30026-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
AFYA BORA MEDICAL CLINIC MUTOMO,015xxx,P.O BOX 76-90201 MUTOMO,NURSING HOME,LEVEL 3A,22,KITUI,Active,
MWETI HEALTH SERVICES,015xxx,P.O BOX 1667-60200 MERU,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
THE NAIROBI HOSPITAL CAPITAL CENTRE,015xxx,P.O BOX 30026-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
MELK PATHOLOGY LABARATORIES,015xxx,P.O BOX 56579-00200 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,KITUI,Active,
BABITO HEALTH CARE,015xxx,P.O BOX 216-00209 LOITOKITOK,MEDICAL CLINIC,LEVEL 2,0,KAJIADO,Active,
ST. ABIGAIL HEALTH CENTRE,015xxx,P.O BOX 3731-20100 NAKURU,MEDICAL CENTRE,LEVEL 3B,0,NAKURU,Active,
ST CATHERINE\'S ICHUNI MISSION HOSPITAL,015xxx,P.O BOX 17-40202 KEROKA,FAITH BASED LEVEL 4 HOSPITAL,LEVEL 4,100,KISII,Active,
UNCLE MORRY COMMUNITY MEDICAL CENTRE LIMITED,015xxx,P.O BOX 7240-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
THE RIVER JORDAN MEDICAL CENTRE LTD,015xxx,P.O BOX 772-80300 VOI,HOSPITAL LEVEL 4,LEVEL 4,30,TAITA TAVETA,Active,
ACCESS AFYA KWA REUBEN CLINIC,015xxx,P.O BOX 29410-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
SISTERS OF ST. JOSEPH DISPENSARY MAUNGU,015xxx,P.O BOX 42-80317 MAUNGU,FAITH BASED DISPENSARY,LEVEL 2,0,TAITA TAVETA,Active,
ST JOSEPH SHELTER OF HOPE MISSION HOSPITAL,015xxx,P.O BOX 286-80300 VOI,FAITH BASED LEVEL 4 HOSPITAL,LEVEL 4,65,TAITA TAVETA,Active,
ST. JOSEPH SHELTER OF HOPE OUTREACH CLINIC,015xxx,P.O BOX 286-80300 VOI,HEALTH CENTRE,LEVEL 3A,0,TAITA TAVETA,Active,
JOY TOPS MEDICARE CENTRE,015xxx,P.O BOX 802-0100 THIKA,MEDICAL CENTRE,LEVEL 3B,0,KIAMBU,Active,
LUNJO MEDICAL CLINIC,015xxx,P.O BOX 528-01000 THIKA,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
NEWHOPE NURSING HOME,015xxx,P.O BOX 400-40100 KISII,NURSING HOME,LEVEL 3A,20,KISII,Active,
LVCT HEALTH PREVENTION SITE MANYATTA,015xxx,P.O BOX 3294-40100 KISUMU,MEDICAL CLINIC,LEVEL 2,0,KISUMU,Active,
MURANG\'A DOCTORS\' PLAZA,015xxx,P.O BOX 2318-00202 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,MURANG'A,Active,
LIGHT HOUSE MEDICAL CENTRE,015xxx,P.O BOX 2875-60200 MERU,MEDICAL CENTRE,LEVEL 3B,15,MOMBASA,Active,
JOMAC MEDICAL CENTRE,015xxx,P.O BOX 1850-00200 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
RCEA LOKICHAR HEALTH CENTRE,015xxx,P.O BOX 139-30500 LODWAR,FAITH-BASED BASIC CENTRE,LEVEL 3B,38,TURKANA,Active,
MWANANCHI HEALTH CLINIC,015xxx,P.O BOX 129-10208 SABA-SABA,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
ANTALIYA HOSPITAL LIMITED,015xxx,P.O BOX 448-70100 GARISSA,HOSPITAL LEVEL 4,LEVEL 4,35,GARISSA,Active,
DENCARE MEDICAL CLINIC,015xxx,P.O BOX 61-40208 ETAGO,MEDICAL CENTRE,LEVEL 3B,30,KISII,Active,
DEECARE MEDICAL CENTER LTD,015xxx,P.O BOX 25-10218 KANGARI,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
EMORMOR VICTORY MEDICAL CLINIC,015xxx,P.O BOX 64-50408  KAMURIAI,MEDICAL CLINIC,LEVEL 2,0,BUSIA,Active,
THIKA NURSING HOME HOSPITAL LTD,015xxx,P.O BOX 429-01000 THIKA,Hospital Level 5,LEVEL 5,60,KIAMBU,Active,
ST PETERS ORTHOPEDICS AND SURGICAL SPECIALITY CENTRE LIMITED,015xxx,P.O BOX 78522-00507 NAIROBI,Hospital Level 5,LEVEL 5,180,KIAMBU,Active,
VISIONGATE EYE CARE CONSULTANT LTD SIAYA,015xxx,P.O BOX PRIVATE BAG-40600  SIAYA,EYE CLINIC,LEVEL 2,0,SIAYA,Active,
UPTOWN MEDICO SERVICES,015xxx,P.O BOX 10-60500 MARSABIT,MEDICAL CLINIC,LEVEL 2,0,MARSABIT,Active,
KAHURO COMMUNITY HEALTH CLINIC,015xxx,P.O BOX 16-10201 KAHURO,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
BARNET MEMORIAL MEDICAL CENTRE LIMITED BARWESSA,015xxx,P.O BOX 490-30400 KABARNET,MEDICAL CENTRE,LEVEL 3B,0,BARINGO,Active,
WATAMU COMMUNITY HEALTH CARE LIMITED,015xxx,P.O BOX 94-80202 WATAMU,MEDICAL CLINIC,LEVEL 2,0,KILIFI,Active,
EMATSULI COMMUNITY MEDICAL CLINIC,015xxx,P.O BOX 574-50100 KAKAMEGA,MEDICAL CLINIC,LEVEL 2,0,VIHIGA,Active,
REDEEMED HOPE DENTAL SERVICES,015xxx,P.O BOX 7078-00200 NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
THE SMILE PRACTICE LIMITED,015xxx,P.O BOX 9753-40141 KISUMU,DENTAL CLINIC,LEVEL 2,0,KISUMU,Active,
THE SMILE PRACTICE LIMITED ELDORET,015xxx,P.O BOX 9753-40141 KISUMU,DENTAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
WISEKARE MEDICAL CENTRE,015xxx,P.O BOX 232-50307 LUANDA,MEDICAL CLINIC,LEVEL 2,0,VIHIGA,Active,
MYKVIEW POINT MEDICAL CENTRE,015xxx,P.O BOX 101-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
ST. PATRICK CLINIC KMMA (CAITHS),015xxx,P.O BOX 16-40305 MBITA,MEDICAL CLINIC,LEVEL 2,0,HOMA BAY,Active,
LIMURU VALLEY-MED DIAGNOSTIC CENTER LIMITED,015xxx,P.O BOX 380-20301 OLJOROROK,NURSING HOME,LEVEL 3A,15,KIAMBU,Active,
SIERRA FLORA CLINIC,015xxx,P.O BOX 3622-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
ROSETO FARM CLINIC,015xxx,P.O BOX 3204-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
RFH HEALTHCARE LTD-EMBAKASI MEDICAL CLINIC,015xxx,P.O BOX 1050-00520 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
MAASAI COMMUNITY HOPE MEDICAL CENTRE,015xxx,P.O BOX 430-40700 KILGORIS,MEDICAL CENTRE,LEVEL 3B,19,NAROK,Active,
BRIGHT SMILES CENTRE,015xxx,P.O BOX 55888-00100 NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
PARADISE EYECARE LTD,015xxx,P.O BOX 6743-00300 NAIROBI,EYE CLINIC,LEVEL 2,0,NAIROBI,Active,
GREENWOOD COTTAGE COMMUNITY HOSPITAL,015xxx,P.O BOX 1124-60200 MERU,COTTAGE HOSPITAL,LEVEL 3A,30,MERU,Active,
DIAMED CENTER,015xxx,P.O BOX 23049-00505 NAIROBI,SPECIALIZED TREATMENT CENTRE (LEVEL 4B),LEVEL 4B,0,NAIROBI,Active,
TOM MBOYA UNIVERSITY COLLEGE,015xxx,P.O BOX 199-40300 HOMABAY,MEDICAL CLINIC,LEVEL 2,0,HOMA BAY,Active,
DAVMED DENTAL SERVICES,015xxx,P.O BOX 01-00100 G.P.O NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
LENMEK HEALTHCARE ANNEX MAGENCHE,015xxx,P.O BOX 2617-40200 KISII,NURSING HOME,LEVEL 3A,60,KISII,Active,
LUMOLA MEDICAL CLINIC,015xxx,P.O BOX 35-50400 BUSIA,MEDICAL CENTRE,LEVEL 3B,0,BUSIA,Active,
NYALI HEALTHCARE LTD BAMBURI,015xxx,P.O BOX 2005-80100 MOMBASA,MEDICAL CENTRE,LEVEL 3B,17,MOMBASA,Active,
KISII DENTAL CENTER,015xxx,P.O BOX 3492-40200 KISII,DENTAL CENTRE,LEVEL 3B,10,KISII,Active,
LESHWA MEDICAL CENTRE,015xxx,P.O BOX 258-20117 NAIVASHA,MEDICAL CENTRE,LEVEL 3B,0,NAKURU,Active,
BECE MEDICAL CLINIC,015xxx,P.O BOX 2124-60200 MERU,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
LORENZINO DISPENSARY,015xxx,P.O BOX 474-20106 MOLO,DISPENSARY,LEVEL 2,0,NAKURU,Active,
MARIAKANI COMMUNITY HEALTHCARE SERVICES KALOLENI BRANCH,015xxx,P.O BOX 3175-80100 MOMBASA,MEDICAL CLINIC,LEVEL 2,0,KILIFI,Active,
HURUMA TELE MEDICAL CLINIC,015xxx,P.O BOX 48-80205  GANZE,MEDICAL CLINIC,LEVEL 2,0,KILIFI,Active,
MTAANI MEDICAL CLINIC,015xxx,P.O BOX 664-80108 KILIFI,MEDICAL CLINIC,LEVEL 2,0,KILIFI,Active,
BLUE SKY DENTAL PRACTICE,015xxx,P.O BOX 14368-00800 NAIROBI,DENTAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
MARAA MEDICAL CLINIC,015xxx,P.O BOX 6155-30100 ELDORET,MEDICAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
UNITED STATES INTERNATIONAL UNIVERSITY AFRICA MEDICAL CENTRE,015xxx,P.O BOX 14634-00800 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
DIGITAL MEDICAL CLINIC,015xxx,P.O BOX 72-90100 MACHAKOS,MEDICAL CLINIC,LEVEL 2,0,MACHAKOS,Active,
GREAT BATIAN OPTICAL EYE CLINIC,015xxx,P.O BOX 12457-10100 NYERI,EYE CLINIC,LEVEL 2,0,NYERI,Active,
NMC FERTILITY KENYA LTD- FERTILITY POINT,015xxx,P.O BOX 6058-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
MOLARS  DENTAL PRACTICE LIMITED,015xxx,P.O BOX 28198-00200 NAIROBI,DENTAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
WARGADUD MEDICAL CENTER,015xxx,P.O BOX 472-70300 MANDERA,NURSING HOME,LEVEL 3A,24,MANDERA,Active,
QUICK HEALTH DOCTORS,015xxx,P.O BOX 27634-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
LADOPHARMA MEDICAL CENTRE-MASARA LTD,015xxx,P.O BOX 603-40400 SUNA MIGORI,NURSING HOME,LEVEL 3A,25,MIGORI,Active,
M.P. SHAH HOSPITAL MEDICAL CENTRE-VILLAGE MARKET,015xxx,P.O BOX 14497-00810 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
LADOPHARMA NURSING HOME-RONGO LIMITED,015xxx,P.O BOX 603-40400 MIGORI,NURSING HOME,LEVEL 3A,25,MIGORI,Active,
AQUA DENTAL CLINIC LIMITED,015xxx,P.O BOX 4091-00200 NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
KATANI DIVINE MEDICAL CENTRE,015xxx,P.O BOX 49509-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,MACHAKOS,Active,
TAZAMA DENTAL CLINIC,015xxx,P.O BOX 30156-00100 G.P.O NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
MOLARS DENTAL PRACTICE LIMITED,015xxx,P.O BOX 28198-00200 NAIROBI,DENTAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
BETHSAIDA EYE CENTRE LIMITED,015xxx,P.O BOX 3727-30100 ELDORET,SPECIALIZED TREATMENT CENTRE (LEVEL 4B),LEVEL 4B,0,TRANS NZOIA,Active,
MISEMWA WAYSIDE MEDICAL SERVICES,015xxx,P.O BOX 73-50207 WEBUYE,MEDICAL CLINIC,LEVEL 2,0,BUNGOMA,Active,
MURITHI METHO OPTOMETRIST,015xxx,P.O BOX 2475-60100 EMBU,EYE CLINIC,LEVEL 2,0,EMBU,Active,
KAMASENGERE BAPTIST DISPENSARY,015xxx,P.O BOX 67-40305 MBITA,FAITH BASED DISPENSARY,LEVEL 2,0,HOMA BAY,Active,
FAYYA NURSING HOME,015xxx,P.O BOX 165-60700 MOYALE,HOSPITAL LEVEL 4,LEVEL 4,40,MARSABIT,Active,
ETONO JAB MEDICAL CENTRE LIMITED,015xxx,P.O BOX 51-20411 KENYENYA,MEDICAL CENTRE,LEVEL 3B,25,KISII,Active,
OUR HEALTH MEDICAL CENTRE LTD,015xxx,P.O BOX 101-50100 KAKAMEGA,MEDICAL CENTRE,LEVEL 3B,30,KAKAMEGA,Active,
THE DAWAMEDS HOSPITAL LIMITED,015xxx,P.O BOX 70-50200 BUNGOMA,HOSPITAL LEVEL 4,LEVEL 4,80,BUNGOMA,Active,
COMPREHENSIVE PINE MEDICAL CENTRE LTD,015xxx,P.O BOX 63869-00619 NAIROBI,MEDICAL CENTRE,LEVEL 3B,10,NAIROBI,Active,
NYAMAGWA CATHOLIC HEALTH CENTRE,015xxx,P.O BOX 94-40100 KISII,HEALTH CENTRE,LEVEL 3A,44,KISII,Active,
THE JAMBO KIDS NURSING AND MATERNITY HOME,015xxx,P.O BOX 241-80500 LAMU,NURSING HOME,LEVEL 3A,16,LAMU,Active,
SMILE AFRICA,015xxx,P.O BOX 1195-00606 NAIROBI,SPECIALIZED TREATMENT CENTRE (LEVEL 4B),LEVEL 4B,0,NAIROBI,Active,
ALFA-MED DIAGNOSTICS CENTRE LTD,015xxx,P.O BOX 84438-80100 MOMBASA,MEDICAL CENTRE,LEVEL 3B,0,MOMBASA,Active,
SHAMAAL HOSPITAL,015xxx,P.O BOX 544-70300 MANDERA,HOSPITAL LEVEL 5,LEVEL 5,68,MANDERA,Active,
AJ PLASTIC SURGERY LIMITED,015xxx,P.O BOX 21540-00505 NAIROBI,SPECIALIZED TREATMENT CENTRE (LEVEL 4B),LEVEL 4B,0,NAIROBI,Active,
CENTRUMBERLINER MEDICAL CENTRE,015xxx,P.O BOX 957-00100 ONGATA RONGAI,NURSING HOME,LEVEL 3A,20,KAJIADO,Active,
RELSUN MEDICAL CLINIC,015xxx,P.O BOX 155-20203 LONDIANI,MEDICAL CLINIC,LEVEL 2,0,KERICHO,Active,
THE SANURA MEDICAL CENTRE,015xxx,P.O BOX 43-40308 SINDO,MEDICAL CENTRE,LEVEL 3B,25,HOMA BAY,Active,
LIASAM DENTAL CARE LIMITED,015xxx,P.O BOX 1316-00618 NAIROBI,DENTAL CLINIC,LEVEL 2,0,KIAMBU,Active,
VIVA SMILES DENTAL CENTRE,015xxx,P.O BOX 2032-00202 NAIROBI,DENTAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
J. V OPTICX AND EYE CARE LIMITED,015xxx,P.O BOX 1343-60200 MERU,EYE CLINIC,LEVEL 2,0,MERU,Active,
MEDICYL HOSPITAL CARE LIMITED,015xxx,P.O BOX 68832-00622 NAIROBI,COTTAGE HOSPITAL,LEVEL 3A,20,MANDERA,Active,
PUMWANI SHELTER HEALTH SERVICES,015xxx,P.O BOX 1804-0000 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
HAWI FAMILY HOSPITAL,015xxx,P.O BOX 1251-40100 KISUMU,HOSPITAL LEVEL 4,LEVEL 4,120,HOMA BAY,Active,
ST. RAPHAEL KAKAMEGA MEDICAL SERVICES,015xxx,P.O BOX 49-20318 NORTH KINANGOP,MEDICAL CLINIC,LEVEL 2,0,KAKAMEGA,Active,
SABA MEDICAL CENTRE,015xxx,P.O BOX 32-10303 KAGIO,MEDICAL CENTRE,LEVEL 3B,20,MURANG'A,Active,
MANDERA WELLNESS CENTRE ANNEX CO. LIMITED,015xxx,P.O BOX 589-70300 MANDERA,HOSPITAL LEVEL 4,LEVEL 4,60,MANDERA,Active,
DANLINK HEALTH CARE,015xxx,P.O BOX 263-60600 MAUA,NURSING HOME,LEVEL 3A,30,MERU,Active,
PORT FLORENCE COMMUNITY HOSPITAL-AWASI,015xxx,P.O BOX 3417-40100 KISUMU,NURSING HOME,LEVEL 3A,20,KISUMU,Active,
GETENDE NURSING HOME,015xxx,P.O BOX 27- KEGONGA,NURSING HOME,LEVEL 3A,30,MIGORI,Active,
THE AGA KHAN HEALTH SERVICES KENYA-BOMET MEDICAL CENTRE,015xxx,P.O BOX 530-40100 KISUMU,MEDICAL CENTRE,LEVEL 3B,0,BOMET,Active,
ISIOLO DRUG MART MEDICAL CENTRE,015xxx,P.O BOX 837-60300 ISIOLO,HOSPITAL LEVEL 4,LEVEL 4,30,ISIOLO,Active,
VISTA SERVICES,015xxx,P.O BOX 10429-00400 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
ROCKVIEW MEDICAL CLINIC-KENOL,015xxx,P.O BOX 96-90104 MITABONI,MEDICAL CLINIC,LEVEL 2,0,MACHAKOS,Active,
ALGADHIR CENTER LIMITED,015xxx,P.O BOX 745-20100 NAKURU,NURSING HOME,LEVEL 3A,22,NAKURU,Active,
SAMCARE MEDICAL CENTRE,015xxx,P.O BOX 2-10205 MARAGUA,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
HEALTHEX AFRICA LIMITED,015xxx,P.O BOX 46402-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
JEWOM MEDICAL CLINIC,015xxx,P.O BOX 87- ENDARASHA,MEDICAL CLINIC,LEVEL 2,0,NYERI,Active,
OASIS NTUNYIGI HOSPITAL,015xxx,P.O BOX 486-40400 MIGORI,HOSPITAL LEVEL 4,LEVEL 4,45,MIGORI,Active,
SHAMMAH NURSING HOME LIMITED,015xxx,P.O BOX 254- 10303 WANGURU,NURSING HOME,LEVEL 3A,42,KIRINYAGA,Active,
GLOBAL NET MEDICAL LTD - PEPONI,015xxx,P.O BOX 14167-00800 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
DR. DIANA MAINA DENTAL CLINIC,015xxx,P.O BOX 7700-30100 ELDORET,DENTAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
NYASORO MEDICAL CLINIC,015xxx,P.O BOX 142-40100 KISUMU,MEDICAL CLINIC,LEVEL 2,0,KISUMU,Active,
CUATRO CURAFA CLINIC,015xxx,P.O BOX 36777-00200 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,KAJIADO,Active,
XILVA MEDICAL CLINIC,015xxx,P.O BOX 23-10230 SAGANA,MEDICAL CLINIC,LEVEL 2,0,KIAMBU,Active,
